inst,label,pred,error,prediction
12897,13,13,,1
12898,13,13,,0.999
12899,13,13,,1
12900,13,13,,0.999
12901,13,13,,1
12902,2,5,+,0.232
12903,13,13,,0.998
12904,13,13,,0.998
12905,13,13,,0.998
12906,3,5,+,0.232
12907,9,12,+,0.329
12908,9,12,+,0.319
12909,8,5,+,0.232
12910,8,5,+,0.232
12911,13,13,,0.998
12912,8,5,+,0.232
12913,7,5,+,0.232
12914,8,5,+,0.232
12915,8,8,,0.299
12916,13,13,,0.998
12917,7,5,+,0.232
12918,7,5,+,0.232
12919,13,13,,0.998
12920,7,5,+,0.232
12921,12,12,,0.323
12922,13,13,,0.998
12923,13,13,,0.998
12924,13,13,,0.998
12925,12,12,,0.311
12926,13,13,,0.998
12927,6,12,+,0.302
12928,13,13,,0.998
12929,1,1,,0.956
12930,5,5,,0.232
12931,5,5,,0.232
12932,5,5,,0.232
12933,13,13,,0.998
12934,13,13,,0.998
12935,13,13,,0.999
12936,13,13,,0.999
12937,12,4,+,0.458
12938,11,4,+,0.502
12939,2,2,,0.601
12940,11,11,,0.498
12941,4,11,+,0.395
12942,4,4,,0.657
12943,1,1,,0.998
12944,1,1,,0.995
12945,13,13,,0.999
12946,13,13,,0.999
12947,13,13,,0.999
12948,13,13,,0.999
12949,13,13,,0.998
12950,8,8,,0.571
12951,13,13,,0.999
12952,13,13,,0.999
12953,10,4,+,0.468
12954,10,1,+,0.956
12955,0,0,,0.972
12956,8,8,,0.604
12957,5,5,,0.59
12958,0,0,,0.98
12959,5,4,+,0.478
12960,5,5,,0.581
12961,0,0,,0.967
12962,5,5,,0.65
12963,8,5,+,0.128
12964,5,5,,0.126
12965,5,5,,0.124
12966,1,5,+,0.125
12967,5,5,,0.129
12968,1,5,+,0.129
12969,12,5,+,0.132
12970,12,5,+,0.133
12971,7,5,+,0.126
12972,10,5,+,0.128
12973,0,5,+,0.125
12974,10,5,+,0.125
12975,13,13,,0.999
12976,11,5,+,0.133
12977,0,5,+,0.129
12978,0,5,+,0.133
12979,13,13,,0.999
12980,11,5,+,0.13
12981,13,13,,0.999
12982,13,13,,0.999
12983,13,13,,0.999
12984,13,13,,0.999
12985,3,5,+,0.127
12986,13,13,,0.999
12987,2,5,+,0.126
12988,13,13,,0.998
12989,4,5,+,0.128
12990,2,5,+,0.128
12991,3,5,+,0.127
12992,2,5,+,0.127
12993,13,13,,0.999
12994,13,13,,0.999
12995,13,13,,0.999
12996,4,5,+,0.127
12997,4,5,+,0.132
12998,13,13,,0.999
12999,13,13,,0.998
13000,13,13,,0.998
13001,13,13,,0.998
13002,13,13,,0.999
13003,13,13,,0.998
13004,13,13,,0.996
13005,13,13,,0.998
13006,13,13,,0.999
13007,13,13,,0.998
13008,13,13,,0.998
13009,13,13,,0.999
13010,13,13,,0.999
13011,13,13,,0.998
13012,13,13,,0.997
13013,13,13,,0.996
13014,13,13,,0.999
13015,13,13,,0.999
13016,13,13,,0.999
13017,13,13,,0.999
13018,13,13,,0.999
13019,13,13,,1
13020,13,13,,0.998
13021,10,10,,0.552
13022,10,5,+,0.232
13023,2,5,+,0.232
13024,13,13,,0.998
13025,10,1,+,0.565
13026,10,5,+,0.232
13027,13,13,,0.998
13028,13,13,,0.998
13029,3,5,+,0.232
13030,3,12,+,0.311
13031,3,12,+,0.313
13032,9,5,+,0.232
13033,13,13,,0.998
13034,13,13,,0.998
13035,13,13,,0.998
13036,13,13,,0.998
13037,7,1,+,0.931
13038,7,5,+,0.232
13039,13,13,,0.998
13040,12,12,,0.309
13041,11,5,+,0.232
13042,13,13,,0.998
13043,11,4,+,0.306
13044,6,5,+,0.232
13045,6,12,+,0.324
13046,6,12,+,0.31
13047,6,5,+,0.232
13048,6,12,+,0.315
13049,1,1,,0.916
13050,4,5,+,0.232
13051,4,5,+,0.232
13052,13,13,,0.998
13053,5,5,,0.232
13054,5,12,+,0.32
13055,13,13,,0.999
13056,12,9,+,0.327
13057,11,11,,0.349
13058,2,2,,0.589
13059,11,4,+,0.465
13060,11,11,,0.425
13061,2,5,+,0.531
13062,4,4,,0.508
13063,13,13,,0.999
13064,13,13,,0.999
13065,13,13,,0.999
13066,13,13,,0.999
13067,13,13,,0.999
13068,1,1,,0.988
13069,13,13,,0.999
13070,6,9,+,0.408
13071,6,6,,0.449
13072,13,13,,0.999
13073,13,13,,0.999
13074,13,13,,0.999
13075,8,8,,0.699
13076,13,13,,0.999
13077,13,13,,0.999
13078,0,0,,0.978
13079,13,13,,0.999
13080,9,9,,0.453
13081,0,0,,0.973
13082,8,8,,0.384
13083,3,3,,0.824
13084,0,0,,0.97
13085,0,0,,0.967
13086,5,5,,0.65
13087,5,5,,0.751
13088,5,4,+,0.446
13089,5,5,,0.362
13090,3,3,,0.854
13091,8,5,+,0.126
13092,5,5,,0.126
13093,5,5,,0.127
13094,5,5,,0.127
13095,6,5,+,0.126
13096,1,5,+,0.126
13097,6,5,+,0.127
13098,1,5,+,0.133
13099,6,5,+,0.127
13100,5,5,,0.127
13101,1,5,+,0.131
13102,7,5,+,0.129
13103,7,5,+,0.128
13104,7,5,+,0.126
13105,7,5,+,0.126
13106,7,5,+,0.127
13107,11,5,+,0.128
13108,11,5,+,0.129
13109,11,5,+,0.127
13110,10,5,+,0.126
13111,0,5,+,0.129
13112,0,5,+,0.124
13113,0,5,+,0.126
13114,13,13,,0.999
13115,13,13,,0.999
13116,13,13,,0.999
13117,13,13,,0.999
13118,13,13,,0.999
13119,13,13,,0.999
13120,2,5,+,0.134
13121,2,5,+,0.137
13122,2,5,+,0.127
13123,13,13,,0.999
13124,3,5,+,0.128
13125,13,13,,0.999
13126,4,5,+,0.126
13127,13,13,,0.999
13128,4,5,+,0.127
13129,13,13,,0.999
13130,13,13,,1
13131,13,13,,0.999
13132,13,13,,0.996
13133,13,13,,0.999
13134,13,13,,0.998
13135,13,13,,0.999
13136,13,13,,0.999
13137,13,13,,0.998
13138,13,13,,1
13139,13,13,,1
13140,13,13,,0.997
13141,13,13,,0.999
13142,13,13,,0.999
13143,13,13,,0.994
13144,13,13,,1
13145,13,13,,0.999
13146,13,13,,0.999
13147,13,13,,1
13148,13,13,,0.999
13149,13,13,,0.999
13150,13,13,,0.996
13151,13,13,,0.999
13152,13,13,,1
13153,13,13,,1
13154,13,13,,0.999
13155,13,13,,0.998
13156,13,13,,0.998
13157,13,13,,0.999
13158,13,13,,0.999
13159,13,13,,0.998
13160,13,13,,1
13161,13,13,,0.998
13162,13,13,,0.999
13163,13,13,,0.999
13164,13,13,,0.998
13165,13,13,,0.998
13166,10,5,+,0.232
13167,2,5,+,0.232
13168,13,13,,0.998
13169,13,13,,0.998
13170,3,5,+,0.232
13171,3,5,+,0.232
13172,8,5,+,0.232
13173,8,5,+,0.232
13174,8,5,+,0.232
13175,8,5,+,0.232
13176,13,13,,0.998
13177,13,13,,0.998
13178,13,13,,0.998
13179,13,13,,0.998
13180,13,13,,0.998
13181,7,5,+,0.232
13182,12,3,+,0.219
13183,11,12,+,0.317
13184,12,12,,0.372
13185,11,4,+,0.322
13186,13,13,,0.998
13187,1,1,,0.998
13188,1,10,+,0.548
13189,4,3,+,0.541
13190,4,12,+,0.337
13191,5,5,,0.232
13192,13,13,,0.998
13193,5,5,,0.232
13194,13,13,,0.998
13195,13,13,,0.998
13196,13,13,,0.999
13197,2,2,,0.589
13198,2,5,+,0.584
13199,11,4,+,0.46
13200,4,4,,0.515
13201,4,4,,0.522
13202,13,13,,0.999
13203,13,13,,0.999
13204,13,13,,0.999
13205,13,13,,0.999
13206,13,13,,0.998
13207,6,12,+,0.332
13208,7,7,,0.785
13209,8,4,+,0.358
13210,13,13,,0.999
13211,10,8,+,0.498
13212,13,13,,0.999
13213,5,5,,0.719
13214,8,11,+,0.331
13215,5,4,+,0.488
13216,10,1,+,0.739
13217,9,4,+,0.449
13218,8,5,+,0.129
13219,8,5,+,0.128
13220,8,5,+,0.125
13221,1,5,+,0.128
13222,5,5,,0.132
13223,1,5,+,0.125
13224,5,5,,0.128
13225,12,5,+,0.124
13226,6,5,+,0.128
13227,1,5,+,0.139
13228,11,5,+,0.127
13229,11,5,+,0.13
13230,13,13,,0.999
13231,11,5,+,0.129
13232,13,13,,0.999
13233,3,5,+,0.126
13234,13,13,,0.999
13235,13,13,,0.999
13236,13,13,,0.999
13237,13,13,,0.999
13238,13,13,,0.999
13239,13,13,,0.999
13240,13,13,,0.999
13241,13,13,,0.999
13242,2,5,+,0.125
13243,13,13,,0.999
13244,4,5,+,0.128
13245,13,13,,0.999
13246,13,13,,0.999
13247,13,13,,0.999
13248,13,13,,1
13249,13,13,,0.999
13250,13,13,,0.997
13251,13,13,,1
13252,13,13,,0.999
13253,13,13,,0.999
13254,13,13,,0.997
13255,13,13,,1
13256,13,13,,0.999
13257,13,13,,0.999
13258,13,13,,0.999
13259,13,13,,0.999
13260,13,13,,0.999
13261,13,13,,1
13262,13,13,,0.998
13263,13,13,,0.999
13264,13,13,,0.999
13265,13,13,,0.999
13266,13,13,,0.999
13267,13,13,,0.999
13268,13,13,,0.999
13269,13,13,,0.996
13270,13,13,,0.999
13271,13,13,,0.997
13272,13,13,,0.999
13273,13,13,,0.996
13274,13,13,,0.997
13275,13,13,,0.997
13276,13,13,,0.999
13277,13,13,,0.998
13278,13,13,,0.999
13279,13,13,,0.998
13280,13,13,,0.998
13281,13,13,,0.998
13282,2,5,+,0.232
13283,13,13,,0.998
13284,10,5,+,0.232
13285,13,13,,0.998
13286,10,6,+,0.369
13287,13,13,,0.998
13288,2,5,+,0.232
13289,13,13,,0.998
13290,10,5,+,0.232
13291,13,13,,0.998
13292,13,13,,0.998
13293,3,12,+,0.281
13294,3,5,+,0.232
13295,3,4,+,0.338
13296,3,12,+,0.315
13297,9,12,+,0.308
13298,9,12,+,0.331
13299,13,13,,0.998
13300,13,13,,0.998
13301,9,5,+,0.232
13302,13,13,,0.998
13303,7,5,+,0.232
13304,8,12,+,0.674
13305,11,12,+,0.372
13306,13,13,,0.998
13307,11,12,+,0.333
13308,13,13,,0.998
13309,12,12,,0.311
13310,6,12,+,0.297
13311,5,3,+,0.909
13312,5,5,,0.232
13313,5,5,,0.232
13314,13,13,,0.998
13315,13,13,,0.998
13316,5,5,,0.232
13317,5,5,,0.232
13318,13,13,,0.999
13319,13,13,,0.999
13320,13,13,,0.999
13321,12,4,+,0.391
13322,12,4,+,0.379
13323,12,9,+,0.328
13324,2,5,+,0.523
13325,4,4,,0.454
13326,4,4,,0.521
13327,13,13,,0.999
13328,1,1,,0.996
13329,13,13,,0.999
13330,13,13,,0.999
13331,7,9,+,0.405
13332,13,13,,0.999
13333,6,12,+,0.519
13334,6,9,+,0.3
13335,6,9,+,0.431
13336,13,13,,0.999
13337,13,13,,0.999
13338,6,12,+,0.323
13339,0,0,,0.97
13340,10,5,+,0.435
13341,0,0,,0.974
13342,0,0,,0.977
13343,9,9,,0.398
13344,0,0,,0.971
13345,13,13,,0.999
13346,0,0,,0.978
13347,0,0,,0.968
13348,5,11,+,0.236
13349,5,5,,0.133
13350,1,5,+,0.128
13351,1,5,+,0.132
13352,1,5,+,0.128
13353,7,5,+,0.125
13354,7,5,+,0.127
13355,9,5,+,0.126
13356,0,5,+,0.127
13357,13,13,,0.999
13358,13,13,,0.999
13359,13,13,,0.999
13360,11,5,+,0.129
13361,0,5,+,0.125
13362,13,13,,0.999
13363,13,13,,0.999
13364,13,13,,0.999
13365,13,13,,0.999
13366,13,13,,0.999
13367,13,13,,0.999
13368,13,13,,0.999
13369,13,13,,0.999
13370,13,13,,0.999
13371,3,5,+,0.125
13372,2,5,+,0.127
13373,13,13,,0.999
13374,3,5,+,0.127
13375,13,13,,0.999
13376,13,13,,0.999
13377,13,13,,0.999
13378,2,5,+,0.129
13379,13,13,,0.999
13380,13,13,,0.999
13381,13,13,,0.999
13382,13,13,,0.999
13383,13,13,,0.997
13384,13,13,,0.996
13385,13,13,,0.997
13386,13,13,,0.999
13387,13,13,,0.999
13388,13,13,,1
13389,13,13,,0.998
13390,13,13,,0.996
13391,13,13,,0.996
13392,13,13,,0.997
13393,13,13,,0.999
13394,13,13,,0.999
13395,13,13,,0.999
13396,13,13,,0.999
13397,13,13,,0.999
13398,13,13,,0.998
13399,13,13,,0.998
13400,13,13,,0.998
13401,13,13,,0.998
13402,13,13,,0.998
13403,13,13,,0.998
13404,13,13,,0.998
13405,13,13,,0.998
13406,8,5,+,0.232
13407,9,5,+,0.232
13408,13,13,,0.998
13409,13,13,,0.998
13410,13,13,,0.998
13411,7,5,+,0.232
13412,13,13,,0.998
13413,7,5,+,0.232
13414,13,13,,0.998
13415,11,5,+,0.232
13416,11,5,+,0.232
13417,11,5,+,0.232
13418,13,13,,0.998
13419,6,5,+,0.232
13420,13,13,,0.998
13421,11,12,+,0.285
13422,6,5,+,0.232
13423,6,5,+,0.232
13424,6,5,+,0.232
13425,6,12,+,0.292
13426,4,5,+,0.232
13427,4,9,+,0.64
13428,5,12,+,0.323
13429,5,5,,0.232
13430,5,5,,0.232
13431,13,13,,0.999
13432,5,5,,0.764
13433,13,13,,0.999
13434,13,13,,0.999
13435,5,4,+,0.465
13436,2,2,,0.509
13437,11,11,,0.376
13438,4,4,,0.521
13439,4,4,,0.521
13440,1,1,,0.998
13441,1,1,,0.646
13442,1,1,,0.999
13443,13,13,,0.999
13444,13,13,,0.999
13445,1,1,,0.999
13446,6,12,+,0.261
13447,13,13,,0.999
13448,6,9,+,0.249
13449,13,13,,0.999
13450,13,13,,0.999
13451,13,13,,0.999
13452,8,5,+,0.312
13453,8,4,+,0.384
13454,13,13,,0.999
13455,10,1,+,0.962
13456,10,10,,0.588
13457,8,5,+,0.135
13458,12,5,+,0.13
13459,5,5,,0.126
13460,12,5,+,0.124
13461,1,5,+,0.127
13462,12,5,+,0.125
13463,6,5,+,0.125
13464,6,5,+,0.128
13465,12,5,+,0.128
13466,7,5,+,0.124
13467,10,5,+,0.126
13468,0,5,+,0.135
13469,0,5,+,0.125
13470,10,5,+,0.127
13471,13,13,,0.998
13472,13,13,,0.999
13473,10,5,+,0.127
13474,13,13,,0.998
13475,13,13,,0.999
13476,10,5,+,0.126
13477,9,5,+,0.126
13478,0,5,+,0.128
13479,13,13,,0.999
13480,13,13,,0.999
13481,13,13,,0.999
13482,13,13,,0.999
13483,13,13,,0.999
13484,13,13,,0.999
13485,2,5,+,0.127
13486,13,13,,0.999
13487,4,5,+,0.124
13488,13,13,,0.999
13489,2,5,+,0.125
13490,13,13,,0.999
13491,13,13,,0.999
13492,13,13,,0.999
13493,13,13,,0.999
13494,13,13,,0.998
13495,13,13,,1
13496,13,13,,0.999
13497,13,13,,0.999
13498,13,13,,0.999
13499,13,13,,0.999
13500,13,13,,1
13501,13,13,,0.999
13502,13,13,,0.996
13503,13,13,,0.999
13504,13,13,,0.999
13505,13,13,,0.996
13506,13,13,,0.996
13507,13,13,,0.999
13508,13,13,,0.998
13509,13,13,,0.996
13510,13,13,,0.999
13511,13,13,,0.999
13512,13,13,,0.998
13513,10,5,+,0.232
13514,13,13,,0.998
13515,10,12,+,0.323
13516,8,5,+,0.232
13517,13,13,,0.998
13518,13,13,,0.998
13519,8,1,+,0.578
13520,13,13,,0.998
13521,13,13,,0.998
13522,13,13,,0.998
13523,7,5,+,0.232
13524,13,13,,0.998
13525,13,13,,0.998
13526,1,1,,0.998
13527,6,12,+,0.315
13528,11,4,+,0.337
13529,11,5,+,0.232
13530,1,5,+,0.232
13531,4,9,+,0.555
13532,5,5,,0.232
13533,13,13,,0.999
13534,13,13,,0.998
13535,13,13,,0.999
13536,12,9,+,0.355
13537,3,3,,0.853
13538,13,13,,0.999
13539,12,9,+,0.318
13540,2,2,,0.518
13541,2,2,,0.742
13542,4,4,,0.524
13543,13,13,,0.999
13544,1,1,,0.999
13545,1,1,,0.988
13546,1,7,+,0.888
13547,1,1,,0.999
13548,7,7,,0.991
13549,7,7,,0.818
13550,8,8,,0.334
13551,10,3,+,0.866
13552,13,13,,0.999
13553,9,9,,0.368
13554,5,5,,0.67
13555,9,9,,0.39
13556,0,0,,0.975
13557,5,5,,0.127
13558,5,5,,0.127
13559,5,5,,0.127
13560,5,5,,0.129
13561,5,5,,0.127
13562,12,5,+,0.126
13563,5,5,,0.131
13564,12,5,+,0.125
13565,10,5,+,0.13
13566,13,13,,0.999
13567,13,13,,0.999
13568,13,13,,0.999
13569,9,5,+,0.128
13570,13,13,,0.999
13571,10,5,+,0.126
13572,9,5,+,0.125
13573,0,5,+,0.129
13574,9,5,+,0.127
13575,13,13,,0.999
13576,9,5,+,0.128
13577,13,13,,0.999
13578,13,13,,0.999
13579,13,13,,0.999
13580,13,13,,0.999
13581,13,13,,0.999
13582,13,13,,0.999
13583,4,5,+,0.127
13584,2,5,+,0.137
13585,13,13,,0.999
13586,13,13,,0.998
13587,13,13,,0.999
13588,13,13,,0.999
13589,13,13,,0.998
13590,13,13,,0.999
13591,13,13,,0.999
13592,13,13,,0.999
13593,13,13,,1
13594,13,13,,0.999
13595,13,13,,0.999
13596,13,13,,0.999
13597,13,13,,0.999
13598,13,13,,0.998
13599,13,13,,0.999
13600,13,13,,0.998
13601,13,13,,0.998
13602,13,13,,0.999
13603,13,13,,0.999
13604,13,13,,0.999
13605,13,13,,0.998
13606,13,13,,0.998
13607,13,13,,0.998
13608,13,13,,0.998
13609,2,5,+,0.232
13610,2,5,+,0.232
13611,13,13,,0.998
13612,13,13,,0.998
13613,13,13,,0.998
13614,2,5,+,0.232
13615,10,5,+,0.232
13616,3,5,+,0.232
13617,3,12,+,0.319
13618,3,5,+,0.232
13619,3,5,+,0.232
13620,8,5,+,0.232
13621,8,5,+,0.232
13622,8,4,+,0.292
13623,9,9,,0.911
13624,13,13,,0.998
13625,7,5,+,0.232
13626,12,12,,0.38
13627,11,4,+,0.348
13628,6,12,+,0.351
13629,4,12,+,0.354
13630,1,1,,0.947
13631,1,1,,0.998
13632,1,1,,0.972
13633,5,11,+,0.368
13634,3,3,,0.849
13635,13,13,,0.999
13636,13,13,,0.998
13637,5,5,,0.591
13638,12,4,+,0.449
13639,13,13,,0.999
13640,13,13,,0.999
13641,13,13,,0.999
13642,5,4,+,0.507
13643,3,3,,0.864
13644,11,4,+,0.46
13645,4,4,,0.526
13646,4,4,,0.527
13647,4,4,,0.525
13648,1,1,,0.999
13649,13,13,,0.999
13650,13,13,,0.999
13651,6,5,+,0.394
13652,6,9,+,0.209
13653,13,13,,0.999
13654,13,13,,0.999
13655,13,13,,0.999
13656,13,13,,0.999
13657,9,11,+,0.361
13658,8,8,,0.611
13659,8,5,+,0.442
13660,10,5,+,0.649
13661,10,5,+,0.4
13662,9,9,,0.362
13663,9,9,,0.421
13664,0,0,,0.969
13665,0,0,,0.969
13666,0,0,,0.974
13667,0,0,,0.981
13668,10,1,+,0.99
13669,0,0,,0.971
13670,5,5,,0.125
13671,6,5,+,0.126
13672,6,5,+,0.126
13673,5,5,,0.124
13674,6,5,+,0.127
13675,12,5,+,0.127
13676,5,5,,0.126
13677,6,5,+,0.127
13678,6,5,+,0.129
13679,12,5,+,0.126
13680,6,5,+,0.126
13681,1,5,+,0.133
13682,6,5,+,0.129
13683,1,5,+,0.127
13684,7,5,+,0.128
13685,7,5,+,0.129
13686,7,5,+,0.124
13687,0,5,+,0.129
13688,11,5,+,0.125
13689,13,13,,0.999
13690,9,5,+,0.126
13691,13,13,,0.998
13692,13,13,,0.999
13693,9,5,+,0.126
13694,9,5,+,0.125
13695,13,13,,0.999
13696,13,13,,0.998
13697,13,13,,0.999
13698,13,13,,0.999
13699,2,5,+,0.133
13700,4,5,+,0.128
13701,13,13,,0.999
13702,13,13,,0.999
13703,3,5,+,0.125
13704,13,13,,0.999
13705,13,13,,0.999
13706,13,13,,1
13707,13,13,,0.999
13708,13,13,,0.999
13709,13,13,,1
13710,13,13,,0.999
13711,13,13,,0.997
13712,13,13,,0.997
13713,13,13,,0.998
13714,13,13,,1
13715,13,13,,0.999
13716,13,13,,0.997
13717,13,13,,0.999
13718,13,13,,0.999
13719,13,13,,0.999
13720,13,13,,1
13721,13,13,,0.996
13722,13,13,,0.999
13723,13,13,,0.998
13724,2,5,+,0.232
13725,13,13,,0.998
13726,13,13,,0.998
13727,13,13,,0.998
13728,13,13,,0.998
13729,13,13,,0.998
13730,10,5,+,0.232
13731,13,13,,0.998
13732,3,12,+,0.32
13733,8,5,+,0.232
13734,8,5,+,0.232
13735,8,5,+,0.232
13736,8,2,+,0.521
13737,13,13,,0.998
13738,13,13,,0.998
13739,11,5,+,0.232
13740,11,5,+,0.232
13741,13,13,,0.998
13742,13,13,,0.998
13743,12,12,,0.379
13744,1,1,,0.998
13745,1,1,,0.997
13746,1,1,,0.998
13747,6,7,+,0.683
13748,5,5,,0.232
13749,5,5,,0.232
13750,13,13,,0.999
13751,13,13,,0.999
13752,13,13,,0.998
13753,13,13,,0.999
13754,12,4,+,0.398
13755,3,3,,0.868
13756,12,4,+,0.458
13757,3,3,,0.903
13758,5,5,,0.592
13759,3,3,,0.866
13760,11,4,+,0.388
13761,12,6,+,0.41
13762,2,2,,0.742
13763,4,11,+,0.352
13764,4,4,,0.524
13765,4,4,,0.488
13766,13,13,,0.999
13767,1,1,,0.999
13768,13,13,,0.999
13769,7,7,,0.991
13770,7,7,,0.991
13771,7,5,+,0.492
13772,7,7,,0.991
13773,7,5,+,0.6
13774,13,13,,0.999
13775,13,13,,0.999
13776,8,4,+,0.367
13777,13,13,,0.998
13778,13,13,,0.999
13779,13,13,,0.999
13780,9,9,,0.366
13781,13,13,,0.999
13782,9,9,,0.33
13783,10,1,+,0.973
13784,8,8,,0.561
13785,0,0,,0.972
13786,8,5,+,0.131
13787,4,5,+,0.129
13788,8,5,+,0.126
13789,5,5,,0.129
13790,6,5,+,0.132
13791,6,5,+,0.129
13792,12,5,+,0.131
13793,7,5,+,0.127
13794,0,5,+,0.128
13795,11,5,+,0.127
13796,9,5,+,0.128
13797,9,5,+,0.128
13798,11,5,+,0.126
13799,13,13,,0.999
13800,13,13,,0.999
13801,3,5,+,0.131
13802,13,13,,0.999
13803,3,5,+,0.128
13804,13,13,,0.999
13805,2,5,+,0.125
13806,13,13,,0.999
13807,13,13,,0.999
13808,13,13,,0.999
13809,3,5,+,0.126
13810,13,13,,0.999
13811,13,13,,0.999
13812,13,13,,0.999
13813,13,13,,1
13814,13,13,,0.999
13815,13,13,,0.999
13816,13,13,,1
13817,13,13,,0.999
13818,13,13,,0.998
13819,13,13,,0.996
13820,13,13,,0.999
13821,13,13,,0.996
13822,13,13,,0.999
13823,13,13,,0.997
13824,13,13,,0.998
13825,13,13,,0.999
13826,13,13,,1
13827,13,13,,0.997
13828,13,13,,0.999
13829,13,13,,1
13830,13,13,,0.999
13831,13,13,,0.999
13832,13,13,,0.998
13833,13,13,,0.999
13834,13,13,,0.996
13835,13,13,,0.999
13836,13,13,,0.999
13837,13,13,,0.999
13838,13,13,,0.997
13839,13,13,,0.997
13840,13,13,,0.997
13841,13,13,,1
13842,13,13,,0.996
13843,13,13,,1
13844,13,13,,0.996
13845,13,13,,0.999
13846,13,13,,0.999
13847,13,13,,0.999
13848,13,13,,0.999
13849,13,13,,0.999
13850,13,13,,0.998
13851,13,13,,0.998
13852,13,13,,0.998
13853,13,13,,0.998
13854,13,13,,0.998
13855,13,13,,0.998
13856,2,5,+,0.232
13857,13,13,,0.998
13858,13,13,,0.998
13859,13,13,,0.998
13860,2,5,+,0.232
13861,13,13,,0.998
13862,3,5,+,0.232
13863,3,12,+,0.315
13864,3,12,+,0.311
13865,3,12,+,0.278
13866,8,5,+,0.232
13867,8,5,+,0.232
13868,9,12,+,0.315
13869,9,4,+,0.337
13870,8,5,+,0.232
13871,9,5,+,0.232
13872,7,5,+,0.232
13873,8,5,+,0.232
13874,13,13,,0.998
13875,7,5,+,0.232
13876,13,13,,0.998
13877,13,13,,0.998
13878,11,5,+,0.232
13879,12,12,,0.37
13880,13,13,,0.998
13881,13,13,,0.998
13882,11,5,+,0.232
13883,11,4,+,0.34
13884,12,9,+,0.427
13885,11,5,+,0.232
13886,13,13,,0.998
13887,6,4,+,0.335
13888,6,12,+,0.331
13889,4,5,+,0.232
13890,4,5,+,0.232
13891,1,1,,0.985
13892,4,12,+,0.323
13893,4,12,+,0.352
13894,4,12,+,0.331
13895,4,12,+,0.333
13896,4,12,+,0.314
13897,5,5,,0.232
13898,13,13,,0.999
13899,13,13,,0.999
13900,3,3,,0.859
13901,3,3,,0.707
13902,12,12,,0.301
13903,12,12,,0.344
13904,3,3,,0.864
13905,3,3,,0.859
13906,5,5,,0.725
13907,12,12,,0.329
13908,12,12,,0.343
13909,2,2,,0.589
13910,2,2,,0.742
13911,11,4,+,0.51
13912,2,2,,0.589
13913,11,11,,0.729
13914,2,5,+,0.537
13915,4,4,,0.525
13916,13,13,,0.999
13917,13,13,,0.999
13918,4,4,,0.531
13919,13,13,,0.999
13920,1,1,,0.999
13921,1,1,,0.999
13922,7,7,,0.727
13923,7,2,+,0.633
13924,6,9,+,0.307
13925,8,8,,0.642
13926,13,13,,0.999
13927,10,11,+,0.388
13928,8,8,,0.706
13929,9,4,+,0.533
13930,10,4,+,0.506
13931,13,13,,0.999
13932,10,10,,0.588
13933,13,13,,0.999
13934,8,5,+,0.128
13935,8,5,+,0.126
13936,8,5,+,0.133
13937,5,5,,0.128
13938,5,5,,0.127
13939,12,5,+,0.126
13940,1,5,+,0.126
13941,12,5,+,0.129
13942,1,5,+,0.13
13943,12,5,+,0.125
13944,6,5,+,0.125
13945,12,5,+,0.127
13946,12,5,+,0.126
13947,1,5,+,0.125
13948,12,5,+,0.126
13949,0,5,+,0.126
13950,11,5,+,0.126
13951,10,5,+,0.135
13952,10,5,+,0.126
13953,10,5,+,0.125
13954,13,13,,0.999
13955,11,5,+,0.125
13956,10,5,+,0.131
13957,9,5,+,0.128
13958,13,13,,0.999
13959,13,13,,0.999
13960,13,13,,0.999
13961,13,13,,0.999
13962,3,5,+,0.125
13963,13,13,,0.999
13964,13,13,,0.999
13965,3,5,+,0.128
13966,13,13,,0.999
13967,13,13,,0.999
13968,3,5,+,0.125
13969,3,5,+,0.129
13970,13,13,,0.999
13971,2,5,+,0.131
13972,13,13,,0.999
13973,3,5,+,0.127
13974,13,13,,0.999
13975,13,13,,0.999
13976,13,13,,0.999
13977,13,13,,0.999
13978,13,13,,0.999
13979,13,13,,0.997
13980,13,13,,0.999
13981,13,13,,0.998
13982,13,13,,0.999
13983,13,13,,0.996
13984,13,13,,1
13985,13,13,,0.999
13986,13,13,,0.998
13987,13,13,,0.999
13988,13,13,,0.997
13989,13,13,,0.997
13990,13,13,,0.997
13991,13,13,,0.996
13992,13,13,,0.997
13993,13,13,,0.994
13994,13,13,,0.999
13995,13,13,,0.999
13996,13,13,,0.996
13997,13,13,,0.999
13998,13,13,,0.999
13999,13,13,,0.999
14000,13,13,,0.999
14001,13,13,,1
14002,13,13,,0.999
14003,13,13,,0.999
14004,13,13,,0.998
14005,13,13,,0.998
14006,13,13,,1
14007,13,13,,0.999
14008,13,13,,0.997
14009,13,13,,0.995
14010,13,13,,0.999
14011,13,13,,1
14012,13,13,,0.999
14013,13,13,,0.999
14014,13,13,,0.998
14015,13,13,,0.996
14016,13,13,,0.999
14017,13,13,,1
14018,13,13,,0.996
14019,13,13,,0.996
14020,13,13,,0.999
14021,13,13,,0.999
14022,13,13,,1
14023,13,13,,1
14024,13,13,,0.994
14025,13,13,,0.999
14026,13,13,,0.999
14027,13,13,,0.998
14028,13,13,,0.998
14029,13,13,,0.996
14030,13,13,,0.999
14031,13,13,,0.998
14032,13,13,,1
14033,13,13,,0.999
14034,13,13,,0.999
14035,13,13,,0.999
14036,13,13,,1
